#不要报考太原师范学院#顶上去，坚持到高考结束 ?
"给学校的舆情课（之一）负面舆情不要给自己标签化，一定要想法设法去标签负面话题标签符号化，这是大忌。学校在回应的时候，自己挂上了对自己不利的符号化标签，“太原师范学院校园暴力”，“太原师范回应未发生暴力行为”，这两个话题设置都不合适。因为提炼关键词都是太原师范、校园暴力，这 ?  展开全文,给学校的舆情课（之一）负面舆情不要给自己标签化，一定要想法设法去标签负面话题标签符号化，这是大忌。学校在回应的时候，自己挂上了对自己不利的符号化标签，“太原师范学院校园暴力”，“太原师范回应未发生暴力行为”，这两个话题设置都不合适。因为提炼关键词都是太原师范、校园暴力，这个后果是非常明显的，随着事件平息，但因为话题已经标签化，所以网民会记着标签，记着关键词，而遗忘了具体事件。所以类似这样事件，绝对不要通过学校的名字设置话题，而应该根据当事人信息设置话题，比如“芝芝被欺凌事件”。芝芝只不过是一个网名，是虚拟的名字，潘同学之后换个网名，事件过后，这一切也都随风飘逝了，这样的好处就是，话题关键词与学校割裂，避免经典永流传。#太原师范回应 未发生暴力行为# 收起全文"
#太原师范学院#学校的下雨天。 晋中·太原师范学院 ?
"够呛！//@桃枝上的鱼:这个结果基本就能看穿中国现状了，希望不要像太原师范学院一样最后把举报人解决了,大要案督办组赴云南督办孙小果案。 ?"
"估分靠记忆力~@太原师范学院-  另外请大家不要报这所学校，不然怎么你进去怎么死的都不知道@太原日报  @平安太原,马上高考了，我想问问高考那天，可以把选择题的答案，写在纸巾上带出来估分吗？ ?"
#抵制太原师范学院#打卡，6.8无偿水军。 ?
"恶臭//@万酥筋骨通 ://@锕祺_ ://@放开那个RDJ ://@吸本罐头 :不处理真是当大家傻子//@刺客棉条 :“如何防止此类事件被爆出”//@·昆仑君· :免费水军算盘打得不错//@秦桑槡颡 :#李梓瑶# #太原师范学院# 这个学院等着凉凉吧，做不了啥，只能尽我自己的力量帮你们多宣,#李梓瑶#这事真气人 ?"
太原师范学院  @南景与瑜与洲 你完全是卖逼成了性，不要以为你找根外国吊来日你就可以满足了，还以为你和世界接了轨，你那个逼可是要海纳百川 ?
我站真相。每天都有在关注这件事的结果，不是给学校洗白，毕竟黑就是黑，白就是白，在这个世界上，没有人能真正颠倒黑白，只是想知道真相，尽管真相离观众很远。太原师范学院 ?
#太原师范学院#飞机已经落地，欢快，个飞机只有她一个人没有下去了，对着空姐尴尬地笑笑，拎着包就下了飞机， ?
#太原师范学院校园暴力#她在巴黎找了一个月问遍了他们共同的朋友直到前两天才有一个她都不记得什么时候加的朋友给她留言说早就回国了给她留了一个手机号 ～奔腾。 ?
#太原师范学院校园暴力反转#这有啥反转的？反转的点在哪里？有些网友网上冲浪随风吹nia？有is ?
#太原师范学院运动会热舞# 体育系小哥哥还是一如既往不负众望的骚气 侬快乐咩的微博视频 ?
#太原师范学院#还有人记得吗？八婆被抓了吗 ?
"库里#NBA吐槽大会# #NBA总决赛# 河南大学太原师范学院#季后赛大作战# 大学生邓伦,我是库粉NBA超级巨星—库里#今日NBA壁纸# ?"
补发上次社团活动月忻州师范学院美术协会与书法协会共同承办的书画展。激昂。///忻州师范学院团委 ////忻州师范学院新月书画社 ////忻师青年 ////忻州师院美术系微博 ////忻州师范学院团委 ////太原理工大学学生会 ////忻州师范学院学生会 ////忻州师范学院学生会社团联合会 忻州 · 长征街街区 ?
活动顺利结束，美协加油，消失，我们创造起最好的未来！////忻州师院美术系微博 ////忻州师范学院爱心社 ////忻州师范学院学生会社团联合会 ////忻州师范学院学生会 ////太原理工大学学生会 ////忻州师范学院团委 ////忻师青年 忻州 · 长征街街区 ?
#不要报考太原师范学院#据说反转了，心寒了，大家都累了乏了现在感觉就是，嗯，石沉大海，没有回响，我在想我到底在干什么，我又要做什么，又能做什么持续关注，也不知道做什么了 ?
我为什么要蹭太原这个事呢？因为我不想以后没有人可以为我做声#太原师范回应 未发生暴力行为##太原师范学院# @太原校园 @平安太原 @太原共青团 @太原师范学院- 长沙 ?
"#不要报考太原师范学院#  #太原师范回应 未发生暴力行为#  就这样呗，继续关注，突然反转？就这么简单的？不大像。一堆墙头草一样的网友~~,我发表了头条文章:《驳@王胜男DetSup 《罗生门之太原师范学院校园欺凌事件》》#太原师范回应 未发生暴力行为# #太原师范学院# #太原# #正义网友与太原师范王芝芝通话录音#  驳@王胜男DetSup 《罗生门之太原师范学院校园欺凌事件》 ?"
#太原师范学院校园暴力反转#如果是真的我要向李梓瑶同学道歉，我自己一时冲动，当了别人的打手（但是并未骂过太师的学生证）。如果是假的，那芝芝的父母未免太过软弱。毕竟是成年人了，谁知道谁呢。以后还是要理智啊，这种事情我都不敢发表言论了。哪有什么真相啊。 ?
#太原师范学院校园暴力反转#自嗨式反转？？？ ?
"回复@山西零度共享:#即刻危机公关# 会的，一定会把此次#太原师范学院# #太原师范回应 未发生暴力行为# 事件作为案例认真研究，争取研究出成果，正式发布研究报告。您不是也祝我研究出好结果吗？当然，研究结果的好与坏不是我说了算，也不是您说了算，是良知没有沉睡的人和历史说了算。我的研究包括死微博为何突然复活。,#即刻危机公关##太原师范学院# @山西零度共享 “山西零度共享”这个微博，两年不发任何信息（2017年1月12日发了信息之后，再没有发过），这两天突然密集发了几条信息，且都是“旗帜鲜明”支持太原师范学院，攻击质疑学院者。这个现象耐人寻味。可能性分析：1，账号被卖了；2，公司被收买了。诡异！ ?"
"望广大高考学子不要报考太原师范学院嗷,分享图片 晋中·太原师范学院 ?"
"一群群说不站队，反转的，也是醉了。反转了什么？学校的处理方式妥当么？首先，霸凌是客观存在的事实的事实，所以是真事儿。只不过是人家父母，维权意识不行，觉得弊大于利，想大事化小，小事化了罢了。这才是让人失望的地方，因为在中国这种思维的父母，真的不占少数。而那些一开始夸大，我觉得是 ?  展开全文,一群群说不站队，反转的，也是醉了。反转了什么？学校的处理方式妥当么？首先，霸凌是客观存在的事实的事实，所以是真事儿。只不过是人家父母，维权意识不行，觉得弊大于利，想大事化小，小事化了罢了。这才是让人失望的地方，因为在中国这种思维的父母，真的不占少数。而那些一开始夸大，我觉得是必要的手段，无可厚非，毕竟霸凌这事没有造假。最后，学校的处理方式，开始不恰当的，而且呼吁校友跟网友对杠，也是不正确的。我觉得被骂，也没有那么冤。这事先就这样吧，后续再关注。#太原师范学院校园暴力反转##太原师范回应 未发生暴力行为# 收起全文"
#太原师范学院校园暴力反转#  w我认错，我道歉，态度诚恳，等待结果，有时候觉得跟网上的人吵架真的不值，想道个歉还被拉黑了哭哭咧 ?
"在风头最盛的时候我发的这条微博，因为我想把自己知道的真相说出来，知道自己会被骂，但不知道如此来势汹汹，铺天盖地的私信，@ ，以及评论，我第一次觉得我没自己想的那么无所谓，所以把微博设成了仅自己可见。与此同时每天都在搜着这个话题，因为觉得遭受全网暴力的两个女生更可怜人们总是愿意去 ?  展开全文,在风头最盛的时候我发的这条微博，因为我想把自己知道的真相说出来，知道自己会被骂，但不知道如此来势汹汹，铺天盖地的私信，@ ，以及评论，我第一次觉得我没自己想的那么无所谓，所以把微博设成了仅自己可见。与此同时每天都在搜着这个话题，因为觉得遭受全网暴力的两个女生更可怜人们总是愿意去相信这个世界是黑暗的，越是离奇，越是兴奋，这样来凸显自己的光亮别把世界想得那么好，但也别把世界想得那么坏，别被别人把你的善良当枪使，让你的正义变成无脑喷你们都欠着一句对不起#太原师范回应 未发生暴力行为##太原师范学院校园暴力反转# 收起全文"
"//@万酥筋骨通://@锕祺_://@放开那个RDJ://@吸本罐头:不处理真是当大家傻子//@盖锤://@女神请保佑我顺利://@Theo的傻大个://@刺客棉条:“如何防止此类事件被爆出”//@·昆仑君·:免费水军算盘打得不错//@秦桑槡颡:#李梓瑶#  #太原师范学院#  这个学院等着凉凉吧，做不了啥，只能尽我自己的,#李梓瑶#这事真气人 ?"
#太原师范回应 未发生暴力行为##太原师范学院#之前我转发过这个事件，现在这个算是最新进展  网络时代，老虎，物理，鼠，傻傻分不清楚#瑤瑤最愛社會搖##太原师范校园暴力# ?
#太原师范学院#散了，最难懂的是人心 ?
"新传考研 Day 93??墨墨背单词*290??红宝书基础词C-D??归纳名词解释*3??读完广电??听小班重点课第六章——第十章??整理传播学教程第一、二章背诵笔记??我算是发现了我真的很爱记笔记整理笔记...整理四个小时我大概都不会觉得累??晚上忙里偷闲看了一集生活大爆 ?  展开全文,新传考研 Day 93??墨墨背单词*290??红宝书基础词C-D??归纳名词解释*3??读完广电??听小班重点课第六章——第十章??整理传播学教程第一、二章背诵笔记??我算是发现了我真的很爱记笔记整理笔记...整理四个小时我大概都不会觉得累??晚上忙里偷闲看了一集生活大爆炸，我真的太爱谢耳朵了??今天抱着不要让事情沉下去的想法，查了太原师范学院后续的进展，发现事情最后演变成了罗生门，有很多的细节其实跟最初的情况有了出入。后真相时代，情绪先行。随着事情的热度下降，大多数人不再记得宣泄过的情绪开始追逐新的热点，也便不再关注这件事是否有其他值得推敲的细节。不知道这件事还能不能等到一个结果。唉。 收起全文"
